Country Name,,Access to electricity (% of population),Age dependency ratio (% of working-age population),"Agriculture, value added (% of GDP)","Contributing family workers, total (% of total employment) (modeled ILO estimate)",Electric power consumption (kWh per capita),"Employers, total (% of total employment) (modeled ILO estimate)",Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),Exports of goods and services (% of GDP),Fixed broadband Internet subscribers (per 100 people),GDP per person employed (constant 1990 PPP $),"Government expenditure on education, total (% of GDP)",Imports of goods and services (% of GDP),Individuals using the Internet (% of population),"Industry, value added (% of GDP)","Labor force, total",Mobile cellular subscriptions (per 100 people),"Population, total",Research and development expenditure (% of GDP),Rural population (% of total population),"School enrollment, primary (% gross)","School enrollment, secondary (% gross)","Self-employed, total (% of total employment) (modeled ILO estimate)",Telephone lines (per 100 people),"Total employment, total (ages 15+)",Unemployment with advanced education (% of total labor force with advanced education),Unemployment with intermediate education (% of total labor force with intermediate education),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population (% of total),"Vulnerable employment, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)"
"Egypt, Arab Rep.",2013,99.9950943,60.38642321,11.2743496,11.28999996,1658.593226,12.63300037,27.95899963,24.11000061,47.93099976,17.01784562,2.980001666,34004.48047,,23.35519243,29.4,39.88695442,29844308,111.0208506,89807433,0.64603,57.107,102.5237503,82.7924118,38.83599854,7.595019446,25920034,34.10639954,34.41159821,13.14999962,42.893,26.20399952,61.16400146
"Egypt, Arab Rep.",2014,99.8,61.30845559,11.33770892,11.53800011,1657.76872,13.85599995,27.54800034,24.40699959,48.04499817,14.24413146,3.341457639,34825.76563,,22.67605634,33.89460391,39.89032394,29973127,103.8158916,91812566,0.64558,57.161,101.1277466,83.19277954,39.07099915,6.879140051,26046764,31.45590019,32.91199875,13.10000038,42.839,25.21500015,60.92900085
Germany,2000,100,47.39564684,0.953186423,0.808000028,6635.421406,5.046000004,2.637000084,33.53099823,63.83200073,30.82953772,0.325202226,82270.63281,,30.56045888,30.2163466,27.88030125,40252663,59.15244421,82211508,2.38769,25.035,105.1176682,99.6677475,10.90999985,61.62888985,37064698,5.195300102,8.243499756,7.920000076,74.965,5.864000261,89.08999634
Germany,2001,100,47.9019324,1.039337569,1.192999959,6762.653396,5.034999847,2.615999937,32.78099823,64.60299683,31.87067918,2.575554252,83447.63281,,30.10711746,31.65093942,27.21444136,40336149,68.83597997,82349925,2.38541,24.83,104.197052,100.2488785,11.16699982,64.18035905,37202111,4.865200043,7.912000179,7.769999981,75.17,6.132000089,88.83300018
Germany,2002,100,48.41151621,0.855885828,1.10800004,6900.780527,4.975999832,2.486999989,32.36700058,65.14600372,32.57403962,3.927124913,83912.63281,,28.1989689,48.82,26.56020713,40453688,72.45024706,82488495,2.41465,24.626,102.412262,101.2382736,11.12100029,65.76249425,37023465,4.793700218,8.241900444,8.479999542,75.374,6.145000219,88.8789978
Germany,2003,100,48.92463645,0.783034846,0.996999979,7009.726492,5.013000011,2.424999952,31.37800026,66.19799805,32.59148319,5.472140774,84062.94531,,28.92765126,55.9,26.4174264,40658170,79.32767834,82534176,2.45669,24.423,101.9854202,101.6032791,11.39999962,66.39163548,36681517,5.711400032,9.341400146,9.779999733,75.577,6.385999918,88.59999847
Germany,2004,100,49.42144192,0.908033929,1.139999986,7108.962524,5.18200016,2.355000019,31.25399971,66.39099884,35.44842378,8.566289602,86107.20313,,30.40768601,64.73,26.65597942,40560978,87.280701,82516260,2.42145,24.221,102.7841492,101.9392471,12.09899998,66.72650098,36208594,5.868999958,10.22249985,10.72999954,75.779,6.916000009,87.90100098
Germany,2005,100,49.86645038,0.686612832,1.159000039,7138.221485,4.933000088,2.374000072,29.84000015,67.78600311,37.74045357,13.20758788,85665.57031,,32.68073677,68.71,26.60235738,41261012,97.06110232,82469422,2.42344,24.02,103.0159836,102.0925369,12.40299988,67.08726845,36652145,6.019199848,10.61849976,11.17000008,75.98,7.470999837,87.59700012
Germany,2006,100,50.3355421,0.705776664,1.032999992,7212.437448,4.895999908,2.267999887,29.65200043,68.08000183,41.19034785,18.36783807,87229.52344,4.279300213,35.89182075,72.16,27.25076778,41609632,105.042469,82376451,2.45938,23.821,104.1280899,102.88134,12.17500019,66.71543352,37344098,5.28550005,9.570699692,10.25,76.179,7.277999878,87.82499695
Germany,2007,100,50.76808244,0.74274937,1.047999978,7229.089913,4.855000019,2.259000063,29.89599991,67.84500122,43.00991155,24.28118735,88009.48438,4.343029976,36.3606196,75.16,27.47177934,41888572,118.3029902,82266372,2.44948,23.622,104.7076111,102.0824127,12.02999973,65.27795742,38261102,4.466499805,8.237999916,8.659999847,76.378,7.174999833,87.97000122
Germany,2008,100,51.15899842,0.804726475,0.913999975,7187.764009,4.782999992,1.784999967,29.34300041,68.87200165,43.45987493,27.99195335,87914.57031,4.409540176,37.48502971,78,27.04630446,41895668,130.0651266,82110097,2.59889,23.425,103.9524078,103.1643906,11.69200039,61.99853905,38745038,3.943500042,7.226299763,7.519999981,76.575,6.90899986,88.30799866
Germany,2009,100,51.48663296,0.660412636,0.643000007,6817.158398,4.848999977,1.682000041,28.79599953,69.52100372,37.80220138,30.83358402,83010.6875,4.880479813,32.86284488,79,24.94764824,41956660,129.6846864,81902307,2.72675,23.229,103.3304672,103.0300827,11.62800026,66.32445389,38709432,3.72059989,6.985499859,7.739999771,76.771,6.779000163,88.37200165
Germany,2010,100,51.75657969,0.647271769,0.578000009,7264.322591,4.885000229,1.646999955,28.30900002,70.04299927,42.25037402,32.34071269,85504.5625,4.913680077,37.0527042,82,27.14208197,42016700,109.2777489,81776930,2.71373,23.034,102.9357376,103.858963,11.62100029,65.39358501,39087504,3.239300013,6.230500221,6.96999979,76.966,6.736999929,88.3789978
Germany,2011,100,51.83475722,0.73866495,0.601000011,7281.272174,4.797999859,1.644999981,28.23600006,70.1190033,44.81817307,33.6781856,86554.50781,4.807799816,39.92956288,81.26999954,27.45667969,41699644,112.3137649,80274983,2.79885,22.84,102.4175873,103.6634369,11.71399975,63.50855351,39272960,2.660000086,5.312799931,5.820000172,77.16,6.916000068,88.28600311
Germany,2012,100,51.81600666,0.702906905,0.547999978,7270.152523,4.776000023,1.56099999,28.19300079,70.2460022,45.98253972,34.48624747,86373.47656,4.933310032,39.89221466,82.34999847,27.59250397,41807485,113.9808799,80425823,2.86632,22.83,102.1430588,102.2760391,11.61600018,61.80132126,39558491,2.596299887,4.942299843,5.380000114,77.17,6.838999867,88.38400269
Germany,2013,100,51.79151702,0.87890625,0.486000001,7217.529089,4.739999771,1.447000027,27.77799988,70.77600098,45.39787845,35.24507723,85869.08594,4.934969902,39.43854733,84.17,27.08669469,42203758,123.0958333,80645605,2.8173,22.82,101.7017288,101.4306564,11.23600006,59.92729552,39996355,2.590600014,4.726299763,5.230000019,77.18,6.49600023,88.76399994
Germany,2014,100,51.85823322,0.689725726,0.451000005,7035.482975,4.65199995,1.427999973,28.0510006,70.51999664,45.70430388,36.29027045,86612.1875,4.931129932,38.78136861,86.19,27.40232637,42457453,122.1381952,80982500,2.89227,22.81,101.4573364,101.0809708,10.99199963,57.70179922,40342949,2.74819994,4.243999958,4.980000019,77.19,6.340999871,89.00800323
Indonesia,2000,86.3,54.78780752,15.67870444,19.84700012,390.3745511,2.959000111,45.30799866,17.44499969,37.24700165,40.97730847,0.001890892,13206.23535,,30.45956744,0.925563864,41.96907464,99018448,1.734574813,211540429,0.06768,57.998,108.7776794,55.09743881,64.60099792,3.149565798,92999424,14.23050022,18.66950035,6.079999924,42.002,61.64099884,35.39899826
Indonesia,2001,86.26,54.40016627,15.99491776,19.36300087,411.3162034,3.08100009,43.81600189,18.75799942,37.42599869,39.0321391,0.006992795,13416.16992,2.310480118,30.76106843,2.018613859,47.89350079,100806703,3.039976383,214506502,0.04746,57.217,109.7656097,55.55807114,64.04599762,3.365370249,94879180,16.66449928,21.4993,5.880000114,42.783,60.96600151,35.95399857
Indonesia,2002,87.6,54.12524276,16.31966952,17.81699944,417.2075298,3.020999908,44.37400055,18.77700043,36.84899902,32.68762089,0.017608543,13856.39746,2.48484993,26.39184088,2.134135733,47.74533116,102495611,5.379111033,217508059,,56.432,109.8852081,57.17646027,63.94100189,3.56310246,95997453,14.06260014,20.86879921,6.340000153,43.568,60.92000008,36.05899811
Indonesia,2003,87.94,53.91387398,15.18534822,20.63500023,428.397417,2.861999989,46.40200043,17.71800041,35.88000107,30.47765478,0.027930781,14272.5498,3.0223701,23.13883897,2.38701978,43.74956609,104087207,8.386149336,220545214,,55.644,109.4536209,60.15142822,65.55599976,3.653735601,97653234,16.75720024,20.6135006,6.179999828,44.356,62.69299889,34.44400024
Indonesia,2004,89.01,53.70304917,14.3357803,18.83399963,473.6764808,3.134000063,43.34700012,18.01199913,38.64099884,32.21669462,0.037967101,14858.30176,2.58137989,27.54460022,2.600285876,44.62761598,105609290,13.56646675,223614649,,54.851,108.8362579,61.8621788,64.22100067,4.640295726,98523458,17.94260025,23.33119965,6.710000038,45.149,61.08699799,35.77899933
Indonesia,2005,86.19462585,53.46479304,13.12661864,18.53499985,499.7160945,2.993000031,44.02000046,18.77300072,37.20800018,34.06726763,0.047725595,15653.49805,2.698169947,29.92066824,3.602024763,46.54105887,107099831,20.69137097,226712730,,54.058,107.8376923,60.1281395,61.93000031,5.958125951,98842235,15.72630024,26.10919952,7.710000038,45.942,58.93700027,38.06999969
Indonesia,2006,90.62,52.85632914,12.97380272,17.36000061,514.8665408,2.950999975,42.12599945,18.61800003,39.25600052,31.03471631,0.084566882,16189.56543,,25.6224105,4.764813134,46.94355874,109060869,27.7599696,229838202,,53.262,106.1336136,62.58082962,61.3730011,6.448333163,100826718,13.23120022,22.07069969,7.550000191,46.738,58.42300034,38.6269989
Indonesia,2007,91.1,52.30419897,13.7166831,17.29299927,544.7120817,2.894999981,41.27899933,18.8239994,39.89699936,29.43571849,0.334251629,17013.80469,2.859189987,25.39353149,5.786274729,46.79914152,110974767,40.08207447,232989141,,52.465,109.24263,69.71170807,61.56000137,8.382153312,102030336,17.2098999,22.65369987,8.06000042,47.535,58.66500092,38.43999863
Indonesia,2008,92.73,51.82342999,14.48174026,18.23999977,568.3960515,2.736000061,41.11100006,18.44799995,40.44100189,29.80828417,0.41563559,17584.87891,2.725490093,28.75311546,7.917479385,48.06074477,112784214,59.52687753,236159276,,51.665,108.0828323,68.25173187,62.10400009,12.86338251,104653603,15.48349953,17.68420029,7.210000038,48.335,59.36799812,37.89599991
Indonesia,2009,93.55,51.43010881,15.29014815,17.45999908,592.1564174,2.891000032,40.4679985,18.30200005,41.22999954,24.15911967,0.778732045,17844.52344,3.310830116,21.3530017,6.92,47.65212258,114924975,68.38666086,239340478,0.08327,50.866,109.1880493,72.79122925,61.22800064,14.54397822,107903091,11.36909962,15.03009987,6.110000134,49.134,58.33799744,38.77199936
Indonesia,2010,94.15,51.09702789,13.92921271,17.76000023,634.1760898,2.927999973,39.14899826,18.66399956,42.18700027,24.29903094,0.940242963,18522.12305,2.81227994,22.40224294,10.92,42.77586634,116988944,87.12132731,242524123,,50.086,110.0459671,74.54995728,60.18700027,16.87710999,110425426,11.55370045,12.89439964,5.610000134,49.914,57.26000023,39.81299973
Indonesia,2011,94.83,50.59874348,13.51228707,16.97800064,678.6442926,3.354000092,37.19300079,19.98999977,42.81700134,26.32735309,1.113673322,19292.08594,3.189440012,23.8526601,12.28,43.91342343,118672947,101.6678806,245707511,,49.405,109.9962921,77.62380219,57.4659996,15.71684962,112560339,9.677000046,11.84150028,5.150000095,50.595,54.11199951,42.5340004
Indonesia,2012,96,50.25147477,13.37397424,16.50900078,732.1023539,3.536999941,35.93099976,21.06999969,42.99900055,24.59437879,1.198554027,20051.15234,3.407480001,24.98851951,14.52,43.59374442,120202270,113.2915475,248883232,,48.724,109.327713,79.91575623,54.79399872,15.26131539,114830162,7.031300068,10.55440044,4.46999979,51.276,51.25800133,45.20600128
Indonesia,2013,96.46425831,49.95369404,13.35669916,15.92099953,773.293854,3.519000053,34.97499847,20.95400047,44.07099915,23.92357638,1.29023164,20884.94922,3.359040022,24.7137963,14.94,42.63567744,121651092,124.2804831,252032263,0.08466,48.045,106.1295013,82.94937134,53.60100174,12.18996752,116371423,5.852700233,9.42840004,4.340000153,51.955,50.08099937,46.39899826
Indonesia,2014,97.01,49.59738146,13.336755,15.31700039,811.9001839,3.59800005,34.2820015,21.39599991,44.3219986,23.6659846,1.332648112,21613.41211,3.288009882,24.41419099,17.14,41.92834213,123063758,127.6139203,255131116,,47.365,104.7378922,83.55867004,53.24700165,10.27901826,118079589,5.399499893,9.025699615,4.050000191,52.635,49.64900112,46.75299835
Israel,2000,100,61.553005,1.264912047,0.47299999,6323.103832,4.675000191,2.111000061,23.98500061,73.90399933,35.5696067,,69720.07813,6.118199825,35.66449407,20.87379,22.11624101,2768455,73.16577152,6289000,3.93039,8.797,105.9737015,102.9930878,12.02900028,49.45341012,2461150,5.619999886,11.55000019,11.10000038,91.203,7.354000032,87.97100067
Israel,2001,100,61.4747644,1.471491013,0.49000001,6400.217425,4.633999825,1.983999968,23.25,74.76599884,31.31300778,0.715633988,69108.26563,6.379350185,33.70535643,17.37862386,20.54144656,2834953,89.7396864,6439000,4.1844,8.733,106.0059433,103.9503403,11.67599964,49.48177103,2500172,6.03000021,12.75,11.81000042,91.267,7.041000128,88.3239975
Israel,2002,100,61.31269742,1.503392943,0.419,6502.739726,4.581999779,1.927999973,22.47699928,75.59500122,32.89978688,3.712973522,69456.84375,6.46928978,35.81574349,17.76459906,20.20604316,2860585,100.9732365,6570000,4.12967,8.67,105.8858337,106.0352707,11.73799992,48.17859739,2491847,6.880000114,13.67000008,12.89000034,91.33,7.155999988,88.26200104
Israel,2003,100,61.12688866,1.406119015,0.458999991,6597.306307,4.668000221,1.815000057,22.44000053,75.7460022,34.65876393,9.970834011,69107.85156,6.354589939,35.41617742,19.59339366,20.51968055,2931315,104.2341475,6689700,3.90125,8.607,105.4252625,105.4355927,12.16100025,45.87749088,2535290,7.309999943,14.14999962,13.51000023,91.393,7.492999911,87.83899689
Israel,2004,100,60.99975433,1.32671834,0.372000009,6525.921574,4.455999851,2.022000074,22.16399956,75.81400299,39.12795851,15.14957812,70268.32031,5.945819855,39.05234877,22.77048553,20.33665821,3010815,111.6424199,6809000,3.87478,8.544,105.0780563,104.5177536,11.7670002,44.76854923,2618506,6.730000019,14.48999977,13.02999973,91.456,7.311000139,88.23300171
Israel,2005,100,60.96797249,1.562610262,0.361000001,6572.199535,4.414999962,1.991999984,21.58699989,76.42099762,40.79186721,18.62231693,70013.08594,5.762430191,40.90573627,25.19404242,20.56943829,3085340,117.4774382,6930100,4.03952,8.482,103.5452118,104.7439499,12.05900002,44.46930699,2735475,5.710000038,12.53999996,11.34000015,91.518,7.643000066,87.94100189
Israel,2006,100,60.60002841,1.508104461,0.291000009,6711.229567,4.204999924,1.726999998,21.51199913,76.76100159,40.80077538,21.03561236,71210.875,5.763030052,40.65705319,27.88107446,21.38766179,3170558,124.4041822,7053700,4.13102,8.42,102.6054993,104.8951492,12.20300007,44.47903996,2830948,4.619999886,12.46000004,10.71000004,91.58,7.997999787,87.79699707
Israel,2007,100,60.37739979,1.446343791,0.223000005,7003.24508,4.272999763,1.593000054,21.89800072,76.50900269,40.51978462,22.07958328,71912.22656,5.509950161,41.44221811,48.12806219,21.22310477,3261299,128.5917242,7180100,4.40546,8.359,103.1334305,104.2791595,11.77700043,44.41343207,2955393,4.389999866,10.42000008,9.380000114,91.641,7.503000215,88.22299957
Israel,2008,100,60.29423537,1.495207425,0.218999997,7134.002846,4.546000004,1.694000006,21.73800087,76.56800079,38.51361649,23.72696519,70825.96094,5.542230129,39.15950656,59.39,20.6928574,3326601,126.5532074,7308800,4.32767,8.298,102.5073624,102.8896408,11.90799999,45.42502124,3070447,3.900000095,8.729999542,7.699999809,91.702,7.362000123,88.09200287
Israel,2009,100,60.34950181,1.746635442,0.238999993,6607.887143,4.605000019,1.651000023,20.31900024,78.03099823,33.33218128,23.70700182,71375.24219,5.495840073,30.70036742,63.12,20.2388769,3411097,124.1349799,7485600,4.12196,8.237,102.8881073,101.9946899,12.29300022,45.62531517,3086014,5.389999866,9.460000038,9.529999733,91.763,7.687999874,87.70700073
Israel,2010,100,60.56654489,1.504694648,0.210999995,6953.276667,4.263999939,1.59800005,20.21899986,78.18299866,34.99117297,23.72757512,72431.67188,5.54445982,32.89973496,67.5,20.41954852,3494743,122.6912241,7623600,3.93949,8.174,104.2507324,102.0490799,12.26500034,45.89306243,3198339,4.630000114,8.260000229,8.479999542,91.826,8.000999957,87.73500061
Israel,2011,100,61.1841006,1.527658105,0.163000003,6930.000773,4.347000122,1.409000039,20.03300095,78.55799866,35.99124923,24.82606826,73937.57813,5.563529968,35.50328444,68.87387799,19.57159439,3542908,121.5520506,7765800,4.01776,8.108,105.0045395,101.6781693,12.20400047,46.24262793,3289968,4.340000153,7,7.139999866,91.892,7.855999842,87.79599762
Israel,2012,100,61.89982657,1.220620491,0.150999993,7184.501612,4.093999863,1.57099998,17.86400032,80.56500244,36.05054307,25.15876845,73531.27344,5.669229984,36.05197355,70.8,19.97544209,3641401,119.8191218,7910500,4.16273,8.04,105.6140823,101.0463028,11.97599983,46.68075055,3391651,4.610000134,8.789999962,6.860000134,91.96,7.882999867,88.02400208
Israel,2013,100,62.67880388,1.196776626,0.138999999,6710.093678,3.911999941,1.266000032,17.91699982,80.81700134,33.26771737,25.61019191,74956.42969,5.843090057,31.45386643,70.25031195,19.84516732,3713561,121.4662123,8059500,4.14179,7.969,104.4626007,101.5149002,11.74400043,43.45933215,3482982,4.400000095,7.840000153,6.210000038,92.031,7.831999838,88.2559967
Israel,2014,100,63.45263729,1.144539076,0.114,6600.89828,3.765000105,1.131000042,17.80900002,81.05899811,32.21466184,26.8342994,75500.44531,5.739089966,30.80460489,75.01775316,19.60038024,3805482,119.6273319,8215700,4.28852,7.896,104.0308533,101.8504028,11.81099987,43.15398594,3581319,,,5.889999866,92.104,8.047000088,88.18900299
Japan,2000,100,46.55839426,1.53599921,5.223999977,8299.409506,2.10800004,5.087999821,31.41900063,63.49300003,10.62448501,0.67013929,66281.28906,3.516170025,9.195167703,29.99074036,32.75825603,67670786,52.36596403,126843000,2.90407,21.351,97.77092743,99.42115021,18.45499992,48.58087182,64469113,,,4.730000019,78.649,16.34799957,81.54499817
Japan,2001,100,47.24506202,1.382606285,5.004000187,8162.014644,2.227999926,4.914999962,30.70000076,64.38400269,10.22909915,3.002579486,66901.99219,3.457070112,9.569028977,38.53206086,31.26985402,67597243,58.57900103,127149000,2.97186,20.01,97.93299866,99.71769714,17.83200073,48.01448109,64190063,,,5.039999962,79.99,15.60400057,82.16799927
Japan,2002,100,47.92161627,1.392110874,4.756999969,8266.099102,2.239000082,4.717999935,29.9489994,65.33300018,11.01822103,7.347328945,67717.08594,3.46536994,9.667390329,46.59420112,30.53965397,67157152,63.42194234,127445000,3.01386,18.353,98.71479797,99.71092987,17.37299919,47.51463373,63551281,4.829999924,,5.369999886,81.647,15.13399982,82.6269989
Japan,2003,100,48.62825794,1.31480225,4.630000114,8164.933682,2.242000103,4.684000015,29.54400063,65.77100372,11.63929347,11.64786597,68813.69531,3.523689985,9.943835932,48.43526589,30.41540301,67069090,67.66338147,127718000,3.04532,16.804,99.28723145,98.95825195,17.11599922,47.02118942,63547622,4.489999771,,5.25,83.196,14.87400055,82.88400269
Japan,2004,100,49.42175951,1.242328185,4.526000023,8393.257723,2.219000101,4.570000172,28.6989994,66.73100281,12.97203231,15.25356212,70244.28906,3.483069897,10.95032415,62.39392963,30.29861484,66717970,71.34498772,127761000,3.02932,15.36,100.0899124,98.31469727,16.91600037,46.49115626,63575830,,,4.710000038,84.64,14.69699955,83.08399963
Japan,2005,100,50.33595538,1.125363648,4.383999825,8539.010589,2.187000036,4.491000175,27.8390007,67.66999817,14.01244112,18.15636088,71111.51563,3.368619919,12.50305266,66.9210661,30.1993884,66739866,75.18091196,127773000,3.1818,14.022,100.3330078,98.21424866,16.62899971,45.23524607,63789113,3.99000001,,4.420000076,85.978,14.44199944,83.3710022
Japan,2006,100,51.20596078,1.094291543,3.828999996,8542.478139,2.161000013,4.386000156,27.99600029,67.61799622,15.8729023,20.58572815,71828.58594,3.329090118,14.45887932,68.68527032,29.98259375,66799943,77.72613321,127854000,3.27769,12.882,100.6606903,98.45372009,15.72000027,43.62508282,64041074,3.269999981,,4.130000114,87.118,13.55899954,84.27999878
Japan,2007,100,52.17373368,1.06090374,3.644999981,8710.025703,2.142999887,4.294000149,28.20800018,67.4980011,17.49331657,22.02478325,72476.1875,3.330940008,15.60057191,74.3,29.88249504,67142641,83.52888241,128001000,3.33764,11.854,100.8706207,98.50842285,15.31599998,39.86996609,64556618,3.460000038,,3.849999905,88.146,13.17200041,84.68399811
Japan,2008,100,53.25873074,1.058408648,3.460999966,8270.007731,2.125999928,4.262000084,27.26099968,68.47699738,17.42403772,23.42867365,71843.91406,3.319149971,16.9749827,75.4,29.00529022,67092189,85.87674815,128063000,3.33536,10.897,100.6674194,99.08654785,14.90999985,37.67143884,64421881,3.50999999,,3.980000019,89.103,12.78500032,85.08999634
Japan,2009,100,54.49008097,1.082612702,3.184000015,8020.273806,2.157999992,4.22300005,26.25200081,69.52500153,12.52091416,25.56121724,68904.14844,,11.96998576,78,27.27246727,66914551,90.45531626,128047000,3.22811,10.011,101.3249512,99.57834625,14.63300037,51.95301062,63515233,4.010000229,5.429999828,5.079999924,89.989,12.47500038,85.36699677
Japan,2010,100,55.89348206,1.10225982,2.99000001,8594.909034,2.232000113,4.09100008,25.68600082,70.22299957,15.03675698,26.52763994,72075.59375,3.639499903,13.57625073,78.21,28.44460691,66665453,95.90457309,128070000,3.1393,9.188,101.5865784,100.4442673,14.29599953,51.04456782,63285406,3.930000067,5.079999924,5.070000172,90.812,12.06400037,85.70400238
Japan,2011,100,57.38874303,1.075418923,2.881999969,8099.598695,2.180999994,3.959000111,25.51399994,70.52700043,14.92499621,27.77798776,72245.66406,3.642580032,15.46800676,79.05411352,26.8817084,65970611,103.3117099,127833000,3.24747,8.931,101.8388672,100.8834,13.84200001,50.32358524,62969428,,,4.550000191,91.069,11.66100025,86.15799713
Japan,2012,100,59.01528016,1.141795695,2.881000042,7998.346771,2.240999937,3.867000103,26.19599915,69.93699646,14.54475256,28.13472113,73457.91406,3.692260027,16.09137113,79.4964,26.74805013,65650470,109.8911887,127629000,3.20881,8.852,101.2615433,101.2425613,11.85099983,50.00939215,62794462,3.5,4.5,4.349999905,91.148,9.609000206,88.14900208
Japan,2013,100,60.7133638,1.104187087,2.76699996,7988.58331,2.243999958,3.746000051,26.19000053,70.06400299,15.91539812,28.77235589,74247.60938,3.665380001,18.23212413,88.21942891,26.9376337,65992810,115.2554186,127445000,3.31612,8.774,100.2408905,101.5386887,11.62100029,49.89307624,63334058,3.329999924,4.090000153,4.03000021,91.226,9.377000093,88.3789978
Japan,2014,100,62.38332319,1.056266492,2.671999931,7819.714636,2.165999889,3.678999901,25.22400093,71.09700012,17.54030155,29.48508263,73925.5,3.59059,20.00546825,89.10683302,27.68806093,66182686,123.1687362,127276000,3.3994,8.696,99.53852844,101.3886185,11.51599979,49.59109648,63813725,,,3.579999924,91.304,9.349999905,88.48400116
Mexico,2000,98.007132,64.74020207,3.323086312,8.237000465,1750.556158,4.403999805,17.66699982,27.01300049,55.31999969,25.40671694,0.01474641,38859.63672,4.134109974,27.02596481,5.081384153,34.20970569,40336388,13.83987933,101719673,0.31721,25.278,107.1732407,70.49520874,36.15599823,12.12319666,39303835,2.849999905,,2.559999943,74.722,31.7510004,63.84400177
Mexico,2001,97.18483734,63.88440267,3.403265348,7.927000046,1784.87662,4.586999893,17.64900017,26.04999924,56.30099869,22.66672117,0.048512101,38268.28125,4.428319931,24.49935184,7.038023117,33.21734135,40703848,21.11009794,103067068,0.33852,24.955,106.9005203,72.1460495,36.59400177,13.36425521,39669929,4.300000191,4.269999981,2.539999962,75.045,32.00699997,63.40599823
Mexico,2002,97.897085,62.99581294,3.278281855,8.307999611,1796.769753,4.447000027,17.52400017,25.01199913,57.4640007,22.55248987,0.221824207,37639.9375,4.638470173,24.14542483,11.9,32.71035765,41578562,24.84606865,104355608,0.3818,24.635,106.9337387,74.45903778,37.0320015,14.35005295,40385267,2.349999905,,2.869999886,75.365,32.58500004,62.96900177
Mexico,2003,97.52024841,62.10042738,3.387486496,7.782999992,1952.538011,4.15199995,16.33200073,25.05800056,58.61000061,24.36044069,0.405499018,37849.55859,5.186739922,25.84524877,12.9,31.19107727,41975188,28.4906957,105640453,0.38872,24.318,106.6686478,77.91896057,36.80099869,15.45815598,40733076,2.49000001,,2.960000038,75.682,32.64799976,63.19900131
Mexico,2004,98.597701,61.24479945,3.339190436,7.735000134,1882.395463,4.386000156,15.97099972,24.94099998,59.08800125,28.41438695,0.98815481,38174.79297,4.800179958,30.00993454,14.1,32.85106005,43720881,35.93712368,106995583,0.39434,24.003,105.7116394,79.16390991,36.70100021,16.89157393,42120476,6.389999866,6.079999924,3.660000086,75.997,32.31500006,63.29899979
Mexico,2005,98.932728,60.44849633,3.073204185,7.044000149,1950.98786,4.833000183,14.79399967,25.71899986,59.48799896,30.37779258,1.772206615,38316.83203,4.907949924,31.98133125,17.21,32.78340606,44833048,43.44775328,108472228,0.40362,23.692,104.6465683,79.8843689,35.61299896,17.98803653,43237192,4.331799984,5.133600235,3.559999943,76.308,30.78000021,64.38700104
Mexico,2006,99.11416,59.40990967,3.07582586,6.604000092,1974.469114,5.043000221,14.20899963,25.85099983,59.93999863,27.32516189,2.743150847,38852.26172,4.749129772,28.76756274,19.52,34.1952791,46406150,50.31725357,110092378,0.37382,23.384,103.3554001,81.67157745,34.73799896,18.04057589,44749779,4.493500233,4.942900181,3.569999933,76.616,29.69599915,65.26200104
Mexico,2007,98.25283051,58.4151424,3.181714703,6.551000118,1998.7241,5.164000034,13.38099957,25.95000076,60.66899872,27.52723589,4.027690604,39143.54688,4.731979847,29.26804347,20.81,33.83513749,47576477,59.51505426,111836346,0.42995,23.08,103.2594528,82.70131683,34.41799927,17.88139877,45839370,4.789199829,5.028800011,3.650000095,76.92,29.25399923,65.58200073
Mexico,2008,98.914037,57.44503194,3.160378789,6.421999931,1995.437183,4.81799984,13.07900047,25.74600029,61.17599869,27.70149646,6.627233075,39046.58984,4.858210087,30.07553579,21.71,34.75619249,48488143,66.25221758,113661809,0.47279,22.778,103.5012665,84.26132202,33.58300018,18.02842149,46597412,4.428599834,5.209700108,3.900000095,77.222,28.76599979,66.41699982
Mexico,2009,98.71661377,56.47892033,3.2414941,6.381000042,1942.760548,4.526000023,13.54800034,24.4090004,62.04199982,27.15499898,8.346953785,36974.80078,5.217490196,28.81277007,26.34,31.89409345,49561825,72.02580822,115505228,0.51945,22.48,104.5885468,83.63713837,34.29999924,16.88717761,46894709,5.091400146,6.389400005,5.380000114,77.52,29.77399969,65.69999695
Mexico,2010,99.236696,55.51953585,3.219154517,6.422999859,1963.314688,4.589000225,13.8579998,24.12800026,62.01399994,29.69766515,9.020593699,38089.32031,5.191969872,31.0626541,31.05,32.36191087,50543153,77.89321334,117318941,0.53565,22.185,105.1119614,84.3125,33.38600159,16.97819877,47849220,5.747900009,6.058899879,5.329999924,77.815,28.79599905,66.61399841
